dataset	pathogen	cell_line	Bait	Prey	PreyGeneName	MIST	MIST_origin	In.Published.Interactome_HEK293T
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q16718	NDUFA5	0.834680392	0.914938546	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P43487	RANBP1	0.833144124	0.913867988	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P11441	UBL4A	0.83024642	0.852142981	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P63241	EIF5A	0.830163964	0.911798887	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9BTV4	TMEM43	0.825955257	0.908944406	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P25685	DNAJB1	0.825824712	0.83388314	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P35232	PHB	0.822209249	0.906254248	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9UDY4	DNAJB4	0.820464989	0.828132934	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9HAV4	XPO5	0.810631478	0.898470882	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P21796	VDAC1	0.790248143	0.884381277	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P46379	BAG6	0.76848892	0.775552385	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q96CS3	FAF2	0.756786243	0.819873682	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P24534	EEF1B2	0.749124777	0.784722971	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P04844	RPN2	0.747279815	0.813209971	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9UGP8	SEC63	0.745776629	0.799938883	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P39656	DDOST	0.73293194	0.773936023	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q96S52	PIGS	0.725022635	0.839777307	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q4ZIN3	TMEM259	0.72502048	0.839777051	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9NRR5	UBQLN4	0.724786207	0.839591748	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	O75964	ATP5MG	0.724487955	0.839373044	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q00765	REEP5	0.72444557	0.839367992	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9BVT8	TMUB1	0.724436996	0.83936697	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q15006	EMC2	0.724427399	0.839365826	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9Y5K5	UCHL5	0.724425252	0.83936557	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q8N766	EMC1	0.724416332	0.839364506	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9BSJ8	ESYT1	0.724414699	0.839364312	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9HD45	TM9SF3	0.724413114	0.839364123	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P78347	GTF2I	0.724407179	0.839363415	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9UMX0	UBQLN1	0.723911498	0.838995586	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P61803	DAD1	0.721871092	0.837572477	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	O43765	SGTA	0.721806954	0.837564832	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q969M3	YIPF5	0.721799967	0.837563999	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q8N4V1	MMGT1	0.721798614	0.837563838	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9P0I2	EMC3	0.721797982	0.837563763	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P30049	ATP5F1D	0.721793931	0.83756328	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	O15127	SCAMP2	0.721792852	0.837563151	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q99942	RNF5	0.721791136	0.837562947	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q8N0U8	VKORC1L1	0.721791136	0.837562947	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P40616	ARL1	0.721790564	0.837562879	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P30510	HLA-C	0.721790509	0.837562872	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P30504	HLA-C	0.721790454	0.837562865	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9HCU5	PREB	0.721788421	0.837562623	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q8WVM8	SCFD1	0.721787342	0.837562494	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q8N6S5	ARL6IP6	0.72178698	0.837562451	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P00846	MT-ATP6	0.721786905	0.837562442	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	O76024	WFS1	0.7217867	0.837562418	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9BVC6	TMEM109	0.72178598	0.837562332	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9H3N1	TMX1	0.721783156	0.837561995	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P35606	COPB2	0.72178225	0.837561888	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9H3U1	UNC45A	0.721782171	0.837561878	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9NYP7	ELOVL5	0.721781879	0.837561843	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q86Y56	DNAAF5	0.721778939	0.837561493	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q92504	SLC39A7	0.721778348	0.837561422	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P04004	VTN	0.721777703	0.837561345	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	O95197	RTN3	0.721777423	0.837561312	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q92990	GLMN	0.72177612	0.837561157	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9H330	TMEM245	0.721774131	0.83756092	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9Y6Y8	SEC23IP	0.721773752	0.837560875	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	O75947	ATP5PD	0.718397851	0.835211705	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q13015	MLLT11	0.718392865	0.835211111	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9UL46	PSME2	0.718354899	0.835206585	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9GZP9	DERL2	0.718354812	0.835206575	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q06323	PSME1	0.718353894	0.835206466	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P30825	SLC7A1	0.718350768	0.835206093	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	O15162	PLSCR1	0.718350154	0.83520602	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q8TCT9	HM13	0.718347475	0.8352057	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9NQC3	RTN4	0.718346863	0.835205628	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P53621	COPA	0.718346027	0.835205528	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P00395	MT-CO1	0.718343544	0.835205232	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P28331	NDUFS1	0.718340574	0.835204878	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P53618	COPB1	0.718338623	0.835204645	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P04843	RPN1	0.717902284	0.765903237	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P60604	UBE2G2	0.712361552	0.831063951	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P01892	HLA-A	0.712317164	0.83105866	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9UBM7	DHCR7	0.712308081	0.831057577	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q53HI1	UNC50	0.711756924	0.8306828	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q99623	PHB2	0.710158536	0.780927485	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9BV68	RNF126	0.706882868	0.827319156	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	O14828	SCAMP3	0.706850382	0.827315284	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q31612	HLA-B	0.706848925	0.82731511	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P30508	HLA-C	0.706848638	0.827315076	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q92643	PIGK	0.706846069	0.82731477	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q92616	GCN1	0.701931856	0.768187499	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P24539	ATP5PB	0.701342022	0.823520469	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	O75915	ARL6IP5	0.700165141	0.822727206	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P08195	SLC3A2	0.695961441	0.807861778	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q5J8M3	EMC4	0.690496901	0.816100294	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P10321	HLA-C	0.690496456	0.816100241	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q8TC12	RDH11	0.690482671	0.816098598	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9GZM5	YIPF3	0.690481275	0.816098432	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q08AM6	VAC14	0.69047901	0.816098162	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9H490	PIGU	0.690477183	0.816097944	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P48047	ATP5PO	0.681578268	0.781495733	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q14157	UBAP2L	0.676272324	0.777052909	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P25686	DNAJB2	0.674964309	0.805456928	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P55060	CSE1L	0.673730086	0.804594656	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	O14980	XPO1	0.671302164	0.750716644	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	P49755	TMED10	0.662766535	0.797086008	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q8TCG1	CIP2A	0.662748189	0.797083821	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q6DD88	ATL3	0.662745441	0.797083494	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q5VYK3	ECPAS	0.641884591	0.782786079	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E5	Q9Y679	AUP1	0.626005658	0.771887591	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E6	Q05086	UBE3A	0.946513324	0.991412959	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E6	Q9UPY3	DICER1	0.86094852	0.927333004	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E6	P63151	PPP2R2A	0.82072057	0.837021319	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E6	O14545	TRAFD1	0.819891182	0.904821155	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E6	Q9H0F6	SHARPIN	0.808573379	0.802560232	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E6	Q9BQ70	TCF25	0.796264275	0.857890532	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E6	Q96RG2	PASK	0.761329591	0.796213095	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E6	Q5H9R7	PPP6R3	0.748934548	0.784236198	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E6	Q8WVX9	FAR1	0.741648593	0.792412459	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E6	Q96D09	GPRASP2	0.724969182	0.839747119	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E6	Q9UPN7	PPP6R1	0.721651475	0.837475071	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	O75376	NCOR1	0.941891719	0.988469929	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q96CW1	AP2M1	0.938278148	0.985854063	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P52747	ZNF143	0.936212951	0.984566365	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q2M2I8	AAK1	0.93497513	0.983711235	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9P0J7	KCMF1	0.934723773	0.983397927	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	O15235	MRPS12	0.934371536	0.983116597	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9Y2T2	AP3M1	0.932874226	0.982269073	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q15831	STK11	0.932872365	0.982268851	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P06400	RB1	0.93081202	0.980630247	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q01094	E2F1	0.928506563	0.97928149	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q5T4S7	UBR4	0.928301946	0.973664545	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	O00716	E2F3	0.917741138	0.971828585	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q8IWV8	UBR2	0.916834705	0.971220588	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q8WVD3	RNF138	0.916523591	0.970990797	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	O00311	CDC7	0.916019604	0.95806269	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9BTE3	MCMBP	0.914565995	0.969703581	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9ULW0	TPX2	0.912767967	0.968447409	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9NUJ1	ABHD10	0.912546066	0.955710885	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q13685	AAMP	0.911766511	0.952033292	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9BXS5	AP1M1	0.911248641	0.967423786	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9UL40	ZNF346	0.908029988	0.965221756	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	O95782	AP2A1	0.907511122	0.964806644	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q15678	PTPN14	0.902459261	0.961335428	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q8IWV7	UBR1	0.902131466	0.961127084	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q92738	USP6NL	0.899610572	0.959441695	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	O94973	AP2A2	0.897180314	0.95774725	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9UPQ3	AGAP1	0.896326055	0.957209388	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	O43663	PRC1	0.894820635	0.956179038	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P31040	SDHA	0.893806783	0.941355439	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q6ZSR9	""	0.888877496	0.952044212	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9NRY4	ARHGAP35	0.881702018	0.947133094	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P63010	AP2B1	0.880781555	0.938930896	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q14247	CTTN	0.880522145	0.946291386	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P04818	TYMS	0.873910661	0.941790564	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P54886	ALDH18A1	0.872495097	0.913236832	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q92547	TOPBP1	0.872125033	0.940634678	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P09543	CNP	0.871041756	0.914302018	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q14CB8	ARHGAP19	0.868389341	0.937962924	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P17028	ZNF24	0.867755468	0.906319268	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9UJX2	CDC23	0.855658278	0.929347613	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q53GT1	KLHL22	0.854653833	0.928630378	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q01813	PFKP	0.854327459	0.872880479	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q8IVT5	KSR1	0.848806797	0.9246548	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q14186	TFDP1	0.846410418	0.922934967	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9BRP1	PDCD2L	0.844693728	0.921799685	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9H1A4	ANAPC1	0.843998375	0.921359316	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q69YH5	CDCA2	0.84244816	0.920251916	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q719H9	KCTD1	0.840285085	0.918787346	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q15334	LLGL1	0.838326749	0.917454657	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P85037	FOXK1	0.837736388	0.91703587	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q6VN20	RANBP10	0.83757565	0.916943469	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	O00203	AP3B1	0.837268351	0.916742595	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q6P1L8	MRPL14	0.830444972	0.91198717	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9H0H5	RACGAP1	0.829868817	0.911648101	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q14680	MELK	0.827915259	0.910306592	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P28749	RBL1	0.826492656	0.90346754	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q53GQ0	HSD17B12	0.826241062	0.854120763	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q96P47	AGAP3	0.8255508	0.908675402	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P08047	SP1	0.819442115	0.904511897	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P33992	MCM5	0.816523346	0.902486817	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9UBS9	SUCO	0.813211312	0.900246869	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q5H9I0	TFDP3	0.808893151	0.897278192	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q5SW79	CEP170	0.806958516	0.822792958	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q16825	PTPN21	0.790172183	0.884433356	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q13615	MTMR3	0.78900191	0.883621349	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q02086	SP2	0.7853359	0.881128017	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q96S59	RANBP9	0.771849876	0.780451799	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P08237	PFKM	0.769684065	0.837548315	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P53007	SLC25A1	0.765813998	0.760863416	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P13995	MTHFD2	0.762396054	0.830202766	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P25789	PSMA4	0.7620119	0.753344634	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q7Z7L7	ZER1	0.749873805	0.856809896	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9HAU0	PLEKHA5	0.748347843	0.813047031	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q99755	PIP5K1A	0.739701849	0.849831431	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P52732	KIF11	0.72452514	0.839423349	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P21912	SDHB	0.723872643	0.838945123	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P22234	PAICS	0.723789015	0.838935155	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q15853	USF2	0.72317631	0.838514574	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9BZK7	TBL1XR1	0.723170329	0.838513861	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q7RTN6	STRADA	0.721305667	0.837218244	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P52434	POLR2H	0.72129338	0.83721678	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9Y376	CAB39	0.721289099	0.837216269	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P56545	CTBP2	0.721273983	0.837214467	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	O15379	HDAC3	0.721273983	0.837214467	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P20585	MSH3	0.721271558	0.837214178	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q8NCE2	MTMR14	0.721270621	0.837214067	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q13618	CUL3	0.721269297	0.837213909	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q96EV2	RBM33	0.721267491	0.837213694	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P68366	TUBA4A	0.720717926	0.836697964	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P41743	PRKCI	0.719017402	0.835667188	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	O15294	OGT	0.719012986	0.835666661	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q02241	KIF23	0.717613152	0.834688791	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q96SI1	KCTD15	0.714469516	0.832534548	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q6ZRP7	QSOX2	0.714440753	0.83253112	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9BVG8	KIFC3	0.714439523	0.832530973	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	O60481	ZIC3	0.713306182	0.831750861	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9UJF2	RASAL2	0.700846004	0.823193841	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q8TDB6	DTX3L	0.697773748	0.821091114	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q14188	TFDP2	0.693099759	0.817879579	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q6AWC2	WWC2	0.693065304	0.817875472	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P45973	CBX5	0.689127104	0.815159336	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q00535	CDK5	0.689115173	0.815157914	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q96JS3	PGBD1	0.674805874	0.805355037	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9HCK8	CHD8	0.663892791	0.797872336	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q9NSE4	IARS2	0.659509224	0.79486375	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P43250	GRK6	0.645691983	0.785388467	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	P31350	RRM2	0.635199023	0.778173247	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E7	Q6NSJ2	PHLDB3	0.625154124	0.771305324	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E8^E2C	Q9NR09	BIRC6	0.94630464	0.991438683	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E8^E2C	Q5T447	HECTD3	0.946162211	0.991272924	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E8^E2C	O43149	ZZEF1	0.94461739	0.990252999	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E8^E2C	P14735	IDE	0.935574579	0.983957069	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E8^E2C	Q9H0A0	NAT10	0.88714807	0.944711548	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E8^E2C	Q07954	LRP1	0.85457223	0.928593071	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E8^E2C	Q9UQ52	CNTN6	0.851238756	0.92632319	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E8^E2C	Q9NXG2	THUMPD1	0.738831781	0.849224395	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E8^E2C	Q96GA3	LTV1	0.72473254	0.839585135	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E8^E2C	Q6P158	DHX57	0.71778851	0.834827022	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E8^E2C	Q9NTK5	OLA1	0.711526353	0.830525554	1
HPV-HEK293T	HPV	HEK293T	HPV-31_E8^E2C	O76021	RSL1D1	0.710012774	0.759794041	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L1	O00629	KPNA4	0.94545142	0.990873142	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L1	Q07666	KHDRBS1	0.932543512	0.972128576	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L1	Q7Z739	YTHDF3	0.917748366	0.971861169	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L1	Q96RF0	SNX18	0.836783992	0.916381691	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L1	P29558	RBMS1	0.833282165	0.913999737	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L1	Q12899	TRIM26	0.794378843	0.847555277	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L1	O00505	KPNA3	0.773837653	0.838387714	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L1	Q9BYJ9	YTHDF1	0.725021574	0.839775334	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L1	Q96B23	C18orf25	0.724659515	0.839531792	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L1	Q92908	GATA6	0.723494705	0.838738498	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L1	P22492	HIST1H1T	0.718201418	0.83505874	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L1	Q8IY81	FTSJ3	0.710632233	0.829920603	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L1	Q15434	RBMS2	0.694902234	0.819127764	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L2	O75150	RNF40	0.934422553	0.983332384	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L2	Q15036	SNX17	0.925931402	0.977414265	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L2	Q5VTR2	RNF20	0.883183732	0.915790041	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L2	O94826	TOMM70	0.857936905	0.887614294	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L2	Q9UL15	BAG5	0.81754945	0.903206468	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L2	P04792	HSPB1	0.81597642	0.82315751	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L2	P22087	FBL	0.751699111	0.751063868	1
HPV-HEK293T	HPV	HEK293T	HPV-31_L2	Q96NJ6	ZFP3	0.724888981	0.839693778	1
