Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
BCRP2		22q11.21	AMP	1	70	1.4%	No
SPRR2E		1q21.3	AMP	1	70	1.4%	No
CXORF65		Xq13.1	AMP	1	70	1.4%	No
CD163		12p13.31	AMP	1	70	1.4%	No
HACD4		9p21.3	HOMDEL	1	70	1.4%	No
PTPN21		14q31.3	AMP	1	70	1.4%	No
SUPT20HL1		Xp22.11	AMP	3	70	4.3%	No
NECAP1		12p13.31	AMP	1	70	1.4%	No
SCNM1		1q21.3	AMP	1	70	1.4%	No
MBD3L3		19p13.2	HOMDEL	1	70	1.4%	No
EML5		14q31.3	HOMDEL	1	70	1.4%	No
SSR4P1		21q22.3	AMP	1	70	1.4%	No
DDX19A-DT		16q22.1	AMP	1	70	1.4%	No
TMIGD2		19p13.3	HOMDEL	2	70	2.9%	No
ZNF700		19p13.2	AMP	1	70	1.4%	No
LOC100130370		17q25.3	HOMDEL	1	70	1.4%	No
LRRC74B		22q11.21	AMP	1	70	1.4%	No
SHISA8		22q13.2	AMP	1	70	1.4%	No
SPRR2F		1q21.3	AMP	1	70	1.4%	No
USP2-AS1		11q23.3	HOMDEL	1	70	1.4%	No
OR6P1		1q23.1	AMP	1	70	1.4%	No
EFCAB9		5q35.1	AMP	1	70	1.4%	No
DERL1		8q24.13	AMP	1	70	1.4%	No
PCYT1B		Xp22.11	AMP	3	70	4.3%	No
PARM1		4q13.3	AMP	1	70	1.4%	No
ARX		Xp21.3	AMP	2	70	2.9%	No
ADSS1		14q32.33	AMP	1	70	1.4%	No
LSG1		3q29	AMP	9	70	12.9%	No
DNAJB3		2q37.1	HOMDEL	2	70	2.9%	No
FUT4		11q21	AMP	3	70	4.3%	No
CLDN25		11q23.2	HOMDEL	1	70	1.4%	No
CEP128		14q31.1	AMP	1	70	1.4%	No
SPRR2G		1q21.3	AMP	1	70	1.4%	No
SUV39H1		Xp11.23	AMP	2	70	2.9%	No
UBE2QL1		5p15.31	AMP	3	70	4.3%	No
OR10X1		1q23.1	AMP	1	70	1.4%	No
RPP40		6p25.1	HOMDEL	1	70	1.4%	No
C11ORF71		11q23.2	HOMDEL	1	70	1.4%	No
KCNV1		8q23.2	AMP	1	70	1.4%	No
ETFBKMT		12p11.21	AMP	1	70	1.4%	No
ST6GAL1		3q27.3	AMP	8	70	11.4%	No
LGALS16		19q13.2	AMP	3	70	4.3%	No
FZD5		2q33.3	HOMDEL	2	70	2.9%	No
CD177		19q13.31	AMP	2	70	2.9%	No
HDGFL2		19p13.3	HOMDEL	2	70	2.9%	No
MIPOL1		14q13.3-q21.1	AMP	3	70	4.3%	No
SPRR3		1q21.3	AMP	1	70	1.4%	No
ZNF439		19p13.2	AMP	1	70	1.4%	No
TMEM187		Xq28	AMP	2	70	2.9%	No
CCDC54		3q13.12	AMP	2	70	2.9%	No
CAHM		6q26	HOMDEL	1	70	1.4%	No
BCHE		3q26.1	AMP	9	70	12.9%	No
PPAN-P2RY11		19p13.2	AMP	1	70	1.4%	No
ATP6AP1-DT		Xq28	AMP	2	70	2.9%	No
WDR27		6q27	HOMDEL	1	70	1.4%	No
OR10Z1		1q23.1	AMP	1	70	1.4%	No
GSTZ1		14q24.3	HOMDEL	1	70	1.4%	No
CT47A10		Xq24	AMP	1	70	1.4%	No
ZNF570		19q13.12	AMP	1	70	1.4%	No
ANAPC13		3q22.2	AMP	3	70	4.3%	No
CNOT8		5q33.2	AMP	1	70	1.4%	No
CD226		18q22.2	HOMDEL	1	70	1.4%	No
RHBG		1q22	AMP	1	70	1.4%	No
SLC28A2		15q21.1	HOMDEL	2	70	2.9%	No
STK16		2q35	HOMDEL	2	70	2.9%	No
KNSTRN		15q15.1	HOMDEL	1	70	1.4%	Yes
FOXR2		Xp11.21	AMP	1	70	1.4%	No
DDR2		1q23.3	AMP	1	70	1.4%	Yes
SPTA1		1q23.1	AMP	1	70	1.4%	No
HEATR5A-DT		14q12	AMP	2	70	2.9%	No
MRTFA-AS1		22q13.1	AMP	2	70	2.9%	No
TTLL5		14q24.3	AMP	1	70	1.4%	No
YJU2B		19p13.13	HOMDEL	1	70	1.4%	No
C3ORF14		3p14.2	HOMDEL	1	70	1.4%	No
PPP6R2		22q13.33	HOMDEL	2	70	2.9%	No
SLC43A2		17p13.3	HOMDEL	1	70	1.4%	No
ST3GAL1		8q24.22	AMP	1	70	1.4%	No
RPS6KA2-AS1		6q27	HOMDEL	1	70	1.4%	No
ZMYM3		Xq13.1	AMP	1	70	1.4%	Yes
FHL1		Xq26.3	HOMDEL	1	70	1.4%	No
ING5		2q37.3	HOMDEL	2	70	2.9%	No
PDE8A		15q25.3	AMP	1	70	1.4%	No
SPG11		15q21.1	HOMDEL	2	70	2.9%	No
SLC12A8		3q21.2	AMP	3	70	4.3%	No
LRRC10		12q15	AMP	1	70	1.4%	No
LINC02016		3q21.3	AMP	3	70	4.3%	No
MED31		17p13.1	HOMDEL	1	70	1.4%	No
MMP12		11q22.2	AMP	7	70	10.0%	No
MFSD12		19p13.3	AMP	1	70	1.4%	No
TK1		17q25.3	AMP	1	70	1.4%	No
MIS12		17p13.2	HOMDEL	1	70	1.4%	No
EPOR		19p13.2	AMP	1	70	1.4%	Yes
LINC01994		3q26.33	AMP	8	70	11.4%	No
BOK-AS1		2q37.3	HOMDEL	2	70	2.9%	No
ZNF561-AS1		19p13.2	AMP	1	70	1.4%	No
HNRNPM		19p13.2	HOMDEL	1	70	1.4%	No
ADCY10		1q24.2	AMP	1	70	1.4%	No
ACADL		2q34	HOMDEL	2	70	2.9%	No
PRIMA1		14q32.12	HOMDEL	1	70	1.4%	No
COMMD6		13q22.2	HOMDEL	1	70	1.4%	No
LINC02202		5q33.3	AMP	1	70	1.4%	No
BCKDHA		19q13.2	AMP	2	70	2.9%	No
ASTN1		1q25.2	AMP	2	70	2.9%	No
UPK2		11q23.3	HOMDEL	1	70	1.4%	No
NIPSNAP1		22q12.2	AMP	1	70	1.4%	No
CCDC144NL		17p11.2	AMP	1	70	1.4%	No
MRNIP		5q35.3	AMP	1	70	1.4%	No
LMNB2		19p13.3	HOMDEL	3	70	4.3%	No
LINC00850		Xq28	HOMDEL	1	70	1.4%	No
ZNF407		18q23	HOMDEL	2	70	2.9%	No
EFCAB11		14q32.11	HOMDEL	1	70	1.4%	No
DSCAM		21q22.2	AMP	1	70	1.4%	No
ZNF558		19p13.2	AMP	1	70	1.4%	No
CHRND		2q37.1	HOMDEL	2	70	2.9%	No
FOXJ2		12p13.31	AMP	1	70	1.4%	No
FGFR1		8p11.23	HOMDEL	1	70	1.4%	Yes
CYP4F2		19p13.12	HOMDEL	1	70	1.4%	No
ZNF622		5p15.1	AMP	4	70	5.7%	No
PLA2G4B		15q15.1	HOMDEL	2	70	2.9%	No
PYCR1		17q25.3	HOMDEL	1	70	1.4%	No
SPANXD		Xq27.2	HOMDEL	1	70	1.4%	No
LRP4		11p11.2	HOMDEL	1	70	1.4%	No
SIPA1L3		19q13.13-q13.2	AMP	3	70	4.3%	No
DUSP15		20q11.21	AMP	1	70	1.4%	No
MUC4		3q29	AMP	9	70	12.9%	No
SYN1		Xp11.3-p11.23	AMP	2	70	2.9%	No
MICOS10P1		13q13.1	HOMDEL	1	70	1.4%	No
ABHD14B		3p21.2	HOMDEL	1	70	1.4%	No
ZNF420		19q13.12	AMP	1	70	1.4%	No
EGFR		7p11.2	AMP	2	70	2.9%	Yes
CATIP		2q35	HOMDEL	2	70	2.9%	No
OR2Z1		19p13.2	AMP	1	70	1.4%	No
PLAAT1		3q29	AMP	9	70	12.9%	No
NPB		17q25.3	HOMDEL	1	70	1.4%	No
RPS6KA2		6q27	HOMDEL	1	70	1.4%	No
CCDC77		12p13.33	AMP	1	70	1.4%	No
LINC00970		1q24.2	AMP	1	70	1.4%	No
ZMYND10		3p21.31	HOMDEL	1	70	1.4%	No
CNKSR2		Xp22.12	AMP	3	70	4.3%	No
SERINC4		15q15.3	HOMDEL	2	70	2.9%	No
ARHGAP42		11q22.1	AMP	6	70	8.6%	No
SERPINC1		1q25.1	AMP	1	70	1.4%	No
OAZ1		19p13.3	HOMDEL	3	70	4.3%	No
SERPINF1		17p13.3	HOMDEL	1	70	1.4%	No
SREBF2		22q13.2	AMP	1	70	1.4%	No
TSPY26P		20q11.21	AMP	1	70	1.4%	No
MATK		19p13.3	HOMDEL	2	70	2.9%	No
SLC25A27		6p12.3	AMP	1	70	1.4%	No
SLCO1B7		12p12.2	AMP	1	70	1.4%	No
LRRC26		9q34.3	HOMDEL	1	70	1.4%	No
ACTL9		19p13.2	AMP	1	70	1.4%	No
CAP2		6p22.3	HOMDEL	2	70	2.9%	No
PTPRD		9p24.1-p23	AMP	1	70	1.4%	Yes
SLCO1A2		12p12.1	HOMDEL	1	70	1.4%	No
RAB25		1q22	AMP	1	70	1.4%	No
FOXN3-AS1		14q32.11	HOMDEL	1	70	1.4%	No
IQSEC2		Xp11.22	AMP	1	70	1.4%	No
ICAM4		19p13.2	AMP	1	70	1.4%	No
PPP2R3A		3q22.2-q22.3	AMP	3	70	4.3%	No
NCAPH2		22q13.33	HOMDEL	2	70	2.9%	No
ABCA2		9q34.3	HOMDEL	1	70	1.4%	No
PRR5		22q13.31	HOMDEL	1	70	1.4%	No
ZNF799		19p13.2	AMP	1	70	1.4%	No
BIRC3		11q22.2	AMP	6	70	8.6%	Yes
ANKRD11		16q24.3	HOMDEL	1	70	1.4%	Yes
SLITRK3		3q26.1	AMP	8	70	11.4%	No
CMSS1		3q12.1	AMP	3	70	4.3%	No
BCL2		18q21.33	AMP	1	70	1.4%	Yes
SNORD114-22		14q32.31	HOMDEL	1	70	1.4%	No
ZFHX3		16q22.2-q22.3	AMP	1	70	1.4%	Yes
CNDP2		18q22.3	HOMDEL	1	70	1.4%	No
COL18A1		21q22.3	HOMDEL	1	70	1.4%	No
ACCS		11p11.2	HOMDEL	1	70	1.4%	No
IDS		Xq28	HOMDEL	1	70	1.4%	No
ECEL1		2q37.1	HOMDEL	2	70	2.9%	No
SNORD5		11q21	AMP	2	70	2.9%	No
PSAPL1		4p16.1	HOMDEL	1	70	1.4%	No
WFDC21P		17q23.1	AMP	1	70	1.4%	No
KMT2E-AS1		7q22.3	HOMDEL	1	70	1.4%	No
LINC02052		3q27.3	AMP	8	70	11.4%	No
BPTF		17q24.2	AMP	1	70	1.4%	No
SYP		Xp11.23	AMP	2	70	2.9%	No
UBR1		15q15.2	HOMDEL	2	70	2.9%	No
NXPE3		3q12.3	AMP	3	70	4.3%	No
BCL2L1		20q11.21	AMP	3	70	4.3%	Yes
MEGF8		19q13.2	AMP	2	70	2.9%	No
SLC12A7		5p15.33	HOMDEL	1	70	1.4%	No
ICAM5		19p13.2	AMP	1	70	1.4%	No
ANKH		5p15.2	AMP	4	70	5.7%	No
ADM2		22q13.33	HOMDEL	2	70	2.9%	No
CHP1P2		6q25.3	HOMDEL	1	70	1.4%	No
CD300LD-AS1		17q25.1	AMP	2	70	2.9%	No
ICAM3		19p13.2	AMP	1	70	1.4%	No
FAM27E5		17p11.2	AMP	1	70	1.4%	No
SAFB2		19p13.3	HOMDEL	2	70	2.9%	No
LINC00398		13q12.3	HOMDEL	1	70	1.4%	No
XIAP		Xq25	AMP	1	70	1.4%	Yes
LINC03019		8p23.1-p22	HOMDEL	1	70	1.4%	No
BRMS1L		14q13.2	AMP	2	70	2.9%	No
PITPNA		17p13.3	HOMDEL	1	70	1.4%	No
STX2		12q24.33	AMP	1	70	1.4%	No
MUC1		1q22	AMP	1	70	1.4%	Yes
FANCB		Xp22.2	AMP	2	70	2.9%	No
ATP13A3-DT		3q29	AMP	9	70	12.9%	No
ATN1		12p13.31	AMP	1	70	1.4%	No
TIMM17B		Xp11.23	AMP	2	70	2.9%	No
SNORD114-12		14q32.31	HOMDEL	1	70	1.4%	No
SNORA70G		12q14	AMP	2	70	2.9%	No
LINC01924		18q22.1	HOMDEL	1	70	1.4%	No
CD300LF		17q25.1	AMP	2	70	2.9%	No
IQCA1		2q37.2-q37.3	HOMDEL	2	70	2.9%	No
FBXO17		19q13.2	AMP	3	70	4.3%	No
ICAM2		17q23.3	AMP	1	70	1.4%	No
HPRT1		Xq26.2-q26.3	AMP	1	70	1.4%	No
SNU13		22q13.2	AMP	1	70	1.4%	No
MROH9		1q24.3	AMP	2	70	2.9%	No
ADGRE2		19p13.12	HOMDEL	1	70	1.4%	No
TCEANC		Xp22.2	AMP	2	70	2.9%	No
TPRN		9q34.3	HOMDEL	1	70	1.4%	No
BIRC5		17q25.3	AMP	1	70	1.4%	No
SOHLH1		9q34.3	HOMDEL	1	70	1.4%	No
YWHAE		17p13.3	HOMDEL	1	70	1.4%	Yes
CHMP7		8p21.3	HOMDEL	1	70	1.4%	No
CELSR2		1p13.3	AMP	1	70	1.4%	No
OR2V1		5q35.3	AMP	1	70	1.4%	No
SERPINB9P1		6p25.2	HOMDEL	1	70	1.4%	No
ATF3		1q32.3	AMP	1	70	1.4%	No
TLE2		19p13.3	AMP	1	70	1.4%	Yes
CEP72		5p15.33	HOMDEL	1	70	1.4%	No
PRSS56		2q37.1	HOMDEL	2	70	2.9%	No
PPP2R5B		11q13.1	AMP	1	70	1.4%	No
ICAM1		19p13.2	AMP	1	70	1.4%	No
TMPRSS9		19p13.3	AMP	1	70	1.4%	No
SYVN1		11q13.1	AMP	1	70	1.4%	No
SUCLG2		3p14.1	HOMDEL	1	70	1.4%	No
ZSCAN29		15q15.3	HOMDEL	2	70	2.9%	No
HPR		16q22.2	AMP	1	70	1.4%	No
TBC1D14		4p16.1	HOMDEL	1	70	1.4%	No
ILF3		19p13.2	AMP	1	70	1.4%	No
HOOK2		19p13.13	HOMDEL	1	70	1.4%	No
CRIP2		14q32.33	HOMDEL	1	70	1.4%	No
LINC01538		18q22.1	HOMDEL	1	70	1.4%	No
OR1D5		17p13.3	HOMDEL	1	70	1.4%	No
KLHDC7B		22q13.33	AMP	1	70	1.4%	No
LINC01020		5p15.32	HOMDEL	1	70	1.4%	No
MAPK12		22q13.33	HOMDEL	2	70	2.9%	No
LACC1		13q14.11	HOMDEL	3	70	4.3%	No
PIM3		22q13.33	HOMDEL	2	70	2.9%	No
MTX1		1q22	AMP	1	70	1.4%	No
SPATA7		14q31.3	AMP	1	70	1.4%	No
PPP2R5C		14q32.31	AMP	1	70	1.4%	No
NUP214		9q34.13	AMP	1	70	1.4%	Yes
SDHAP3		5p15.33	HOMDEL	1	70	1.4%	No
NHLH1		1q23.2	AMP	1	70	1.4%	No
LRRC8E		19p13.2	AMP	1	70	1.4%	No
PLCXD3		5p13.1	AMP	5	70	7.1%	No
CNN1		19p13.2	HOMDEL	1	70	1.4%	No
LYRM4		6p25.1	HOMDEL	1	70	1.4%	No
ZNF518B		4p16.1	HOMDEL	1	70	1.4%	No
KCNMB2		3q26.32	AMP	8	70	11.4%	No
EIF4E3		3p13	HOMDEL	2	70	2.9%	No
CHCHD2		7p11.2	AMP	1	70	1.4%	No
HSPB2		11q23.1	HOMDEL	1	70	1.4%	No
EEF1E1		6p24.3	HOMDEL	1	70	1.4%	No
IQCJ		3q25.32	AMP	6	70	8.6%	No
NDUFS1		2q33.3	HOMDEL	3	70	4.3%	No
APOA2		1q23.3	AMP	1	70	1.4%	No
SCX		8q24.3	AMP	1	70	1.4%	No
ZNF20		19p13.2	AMP	1	70	1.4%	No
ICA1L		2q33.2	HOMDEL	3	70	4.3%	No
ZBTB20		3q13.31	HOMDEL	1	70	1.4%	Yes
SEMA3G		3p21.1	HOMDEL	2	70	2.9%	No
CD300A		17q25.1	AMP	2	70	2.9%	No
TTC12		11q23.2	HOMDEL	1	70	1.4%	No
BPIFB6		20q11.21	AMP	1	70	1.4%	No
LINC01266		3p26.3	HOMDEL	2	70	2.9%	No
ZNF233		19q13.31	AMP	5	70	7.1%	No
FABP12		8q21.13	AMP	1	70	1.4%	No
PPP1R14A		19q13.1	AMP	3	70	4.3%	No
ZNF623		8q24.3	AMP	1	70	1.4%	No
SRGAP2D		1q21.1	AMP	1	70	1.4%	No
ADAM7		8p21.2	HOMDEL	1	70	1.4%	No
TIPRL		1q24.2	AMP	1	70	1.4%	No
ZNF182		Xp11.23	AMP	2	70	2.9%	No
TPTE2P3		13q14.3	HOMDEL	2	70	2.9%	No
RNF157		17q25.1	AMP	3	70	4.3%	No
CTXN1		19p13.2	AMP	1	70	1.4%	No
PAPOLA		14q32.2	HOMDEL	1	70	1.4%	No
LCN9		9q34.3	HOMDEL	1	70	1.4%	No
IFNA16		9p21.3	HOMDEL	1	70	1.4%	No
CST6		11q13.1	AMP	1	70	1.4%	No
PCDH9		13q21.32	HOMDEL	3	70	4.3%	No
RNF170		8p11.21	HOMDEL	1	70	1.4%	No
HSD17B12		11p11.2	AMP	1	70	1.4%	No
TNFAIP8L2		1q21.3	AMP	1	70	1.4%	No
LINC01235		9p23	AMP	1	70	1.4%	No
PPP6R2		22q13.33	AMP	1	70	1.4%	No
FAM30A		14q32.33	AMP	1	70	1.4%	No
BEST3		12q15	AMP	1	70	1.4%	No
GIPC3		19p13.3	AMP	1	70	1.4%	No
ASAP1-IT1		8q24.21	AMP	1	70	1.4%	No
ZNF571		19q13.12	AMP	1	70	1.4%	No
ADGRE3		19p13.12	HOMDEL	1	70	1.4%	No
NEU4		2q37.3	HOMDEL	2	70	2.9%	No
MAGEC3		Xq27.2	HOMDEL	1	70	1.4%	No
APOBEC1		12p13.31	AMP	1	70	1.4%	No
EXOC2		6p25.3	HOMDEL	1	70	1.4%	No
FAM32A		19p13.11	HOMDEL	1	70	1.4%	No
C8ORF76		8q24.13	AMP	1	70	1.4%	No
MTHFD2P1		3q11.2	AMP	2	70	2.9%	No
TTLL4		2q35	HOMDEL	2	70	2.9%	No
VPS45		1q21.2	AMP	1	70	1.4%	No
PABPC5-AS1		Xq21.31	HOMDEL	1	70	1.4%	No
C1QBP		17p13.2	HOMDEL	1	70	1.4%	No
MMP17		12q24.33	AMP	1	70	1.4%	No
SSUH2		3p25.3	HOMDEL	1	70	1.4%	No
FAM214A		15q21.2-q21.3	HOMDEL	2	70	2.9%	No
PKP4		2q24.1	AMP	1	70	1.4%	No
C1RL		12p13.31	AMP	1	70	1.4%	No
A4GNT		3q22.3	AMP	3	70	4.3%	No
PRAM1		19p13.2	HOMDEL	1	70	1.4%	No
TNFAIP8L2-SCNM1		1q21.3	AMP	1	70	1.4%	No
CSAG4		Xq28	AMP	2	70	2.9%	No
MBD3L1		19p13.2	HOMDEL	1	70	1.4%	No
CHKB-CPT1B		22q13.33	AMP	1	70	1.4%	No
UBL5		19p13.2	AMP	1	70	1.4%	No
AKT1		14q32.33	AMP	1	70	1.4%	Yes
TYRP1		9p23	AMP	1	70	1.4%	No
CAPS		19p13.3	HOMDEL	2	70	2.9%	No
TOR4A		9q34.3	HOMDEL	1	70	1.4%	No
ASXL1		20q11.21	AMP	1	70	1.4%	Yes
SNORD6		11q21	AMP	2	70	2.9%	No
ALKBH3		11p11.2	HOMDEL	1	70	1.4%	No
MAP3K4		6q26	HOMDEL	1	70	1.4%	No
LY6K		8q24.3	AMP	1	70	1.4%	No
ALOX15P1		17p13.1	HOMDEL	1	70	1.4%	No
CDC42EP4		17q25.1	AMP	2	70	2.9%	No
NOL4L-DT		20q11.21	AMP	1	70	1.4%	No
SF3B2		11q13.1	AMP	1	70	1.4%	No
TACC3		4p16.3	HOMDEL	1	70	1.4%	No
TMEM203		9q34.3	HOMDEL	1	70	1.4%	No
MED12		Xq13.1	AMP	1	70	1.4%	Yes
CEP57		11q21	AMP	2	70	2.9%	No
COL6A5		3q22.1	AMP	3	70	4.3%	No
HGC6.3		6q27	AMP	1	70	1.4%	No
AKT2		19q13.2	AMP	2	70	2.9%	Yes
ERICH4		19q13.2	AMP	2	70	2.9%	No
U2AF1		21q22.3	AMP	1	70	1.4%	Yes
COMMD7		20q11.21	AMP	1	70	1.4%	No
KCNK13		14q32.11	AMP	1	70	1.4%	No
TANGO2		22q11.21	AMP	1	70	1.4%	No
ADAMTS16-DT		5p15.32	AMP	3	70	4.3%	No
ENAM		4q13.3	AMP	1	70	1.4%	No
MUC7		4q13.3	AMP	1	70	1.4%	No
SMIM6		17q25.1	AMP	4	70	5.7%	No
SPATA5L1		15q21.1	HOMDEL	2	70	2.9%	No
TMEM30A-DT		6q14.1	HOMDEL	1	70	1.4%	No
TTYH2		17q25.1	AMP	2	70	2.9%	No
LINC02291		14q32.2	HOMDEL	1	70	1.4%	No
GMNN		6p22.3	HOMDEL	1	70	1.4%	No
DDX53		Xp22.11	AMP	3	70	4.3%	No
UGT1A6		2q37.1	HOMDEL	2	70	2.9%	No
ACY1		3p21.2	HOMDEL	1	70	1.4%	No
NKX2-1		14q13.3	AMP	2	70	2.9%	Yes
RTL5		Xq13.1	AMP	1	70	1.4%	No
ING4		12p13.31	AMP	1	70	1.4%	No
EIF4E1B		5q35.2	AMP	1	70	1.4%	No
SSNA1		9q34.3	HOMDEL	1	70	1.4%	No
MMP13		11q22.2	AMP	6	70	8.6%	No
FBXL12		19p13.2	HOMDEL	1	70	1.4%	No
NRXN3		14q24.3-q31.1	HOMDEL	1	70	1.4%	No
ERVV-1		19q13.41	HOMDEL	1	70	1.4%	No
NHSL2		Xq13.1	AMP	1	70	1.4%	No
CCDC127		5p15.33	HOMDEL	1	70	1.4%	No
RNF139-DT		8q24.13	AMP	1	70	1.4%	No
KRT16		17q21.2	HOMDEL	2	70	2.9%	No
EYS		6q12	AMP	1	70	1.4%	No
LINC01978		17q25.3	HOMDEL	1	70	1.4%	No
KIF1C		17p13.2	HOMDEL	1	70	1.4%	No
OR3A1		17p13.3	HOMDEL	1	70	1.4%	No
CCPG1		15q21.3	HOMDEL	2	70	2.9%	No
CT45A1		Xq26.3	AMP	1	70	1.4%	No
HSPH1		13q12.3	HOMDEL	1	70	1.4%	No
COP1		1q25.1-q25.2	AMP	1	70	1.4%	Yes
EFHC1		6p12.2	HOMDEL	1	70	1.4%	No
OR5K3		3q11.2	AMP	2	70	2.9%	No
PTPMT1		11p11.2	HOMDEL	1	70	1.4%	No
MIR4458HG		5p15.31	AMP	4	70	5.7%	No
SPTBN4		19q13.2	AMP	2	70	2.9%	No
UFC1		1q23.3	AMP	1	70	1.4%	No
PRLH		2q37.3	HOMDEL	3	70	4.3%	No
PLEKHG6		12p13.31	AMP	2	70	2.9%	No
GEMIN7		19q13.32	AMP	3	70	4.3%	No
SLITRK2		Xq27.3	HOMDEL	1	70	1.4%	No
PI4KA		22q11.21	AMP	1	70	1.4%	No
RPH3AL-AS1		17p13.3	HOMDEL	1	70	1.4%	No
ZNF135		19q13.43	AMP	1	70	1.4%	No
IRX2		5p15.33	AMP	3	70	4.3%	No
SLC25A10		17q25.3	HOMDEL	1	70	1.4%	No
BPIFB4		20q11.21	AMP	1	70	1.4%	No
LINC01546		Xp22.33	AMP	1	70	1.4%	No
CYTL1		4p16.2	HOMDEL	1	70	1.4%	No
PANX2		22q13.33	AMP	1	70	1.4%	No
CT45A6		Xq26.3	AMP	1	70	1.4%	No
MAGI1		3p14.1	HOMDEL	1	70	1.4%	No
OR5K4		3q11.2	AMP	2	70	2.9%	No
CD82		11p11.2	AMP	1	70	1.4%	No
UBA7		3p21.31	HOMDEL	1	70	1.4%	No
ZNF587B		19q13.43	AMP	1	70	1.4%	No
ZNF81		Xp11.23	AMP	2	70	2.9%	No
KERA		12q21.33	AMP	1	70	1.4%	No
DDX11L9		15q26.3	AMP	1	70	1.4%	No
MAMDC4		9q34.3	HOMDEL	1	70	1.4%	No
PI4KB		1q21.3	AMP	1	70	1.4%	No
HCN2		19p13.3	HOMDEL	3	70	4.3%	No
GDNF		5p13.2	AMP	5	70	7.1%	No
PDK3		Xp22.11	AMP	3	70	4.3%	No
PRSS55		8p23.1	HOMDEL	1	70	1.4%	No
USP17L19		4p16.1	HOMDEL	1	70	1.4%	No
P2RY11		19p13.2	AMP	1	70	1.4%	No
ZNF134		19q13.43	AMP	1	70	1.4%	No
PGS1		17q25.3	HOMDEL	1	70	1.4%	No
SCAMP4		19p13.3	HOMDEL	3	70	4.3%	No
C5ORF38		5p15.33	AMP	3	70	4.3%	No
FMR1		Xq27.3	HOMDEL	1	70	1.4%	No
SF3B3		16q22.1	AMP	1	70	1.4%	No
NEFM		8p21.2	HOMDEL	1	70	1.4%	No
ABCG1		21q22.3	HOMDEL	1	70	1.4%	No
MUC13		3q21.2	AMP	3	70	4.3%	No
PSMG4		6p25.2	HOMDEL	1	70	1.4%	No
LINC02914		14q32.2	HOMDEL	1	70	1.4%	No
HSFX2		Xq28	HOMDEL	1	70	1.4%	No
ACKR1		1q23.2	AMP	2	70	2.9%	No
LINC01229		16q23.2	HOMDEL	1	70	1.4%	No
ATG9A		2q35	HOMDEL	2	70	2.9%	No
GNRHR		4q13.2	AMP	1	70	1.4%	No
CDC37L1		9p24.1	HOMDEL	1	70	1.4%	No
EIF2S2		20q11.22	AMP	1	70	1.4%	No
PIP5K1P1		6p24.3	HOMDEL	1	70	1.4%	No
NHEJ1		2q35	HOMDEL	2	70	2.9%	No
RIOK1		6p24.3	HOMDEL	1	70	1.4%	No
SKIL		3q26.2	AMP	10	70	14.3%	No
FBXW7		4q31.3	HOMDEL	1	70	1.4%	Yes
RPS27		1q21.3	AMP	1	70	1.4%	No
FIBCD1		9q34.12	AMP	1	70	1.4%	No
SNX15		11q13.1	AMP	1	70	1.4%	No
CYP19A1		15q21.2	HOMDEL	2	70	2.9%	Yes
TMTC1		12p11.22	AMP	1	70	1.4%	No
LINC01030		8q21.3	AMP	1	70	1.4%	No
ZNF442		19p13.2	HOMDEL	1	70	1.4%	No
PPP2R2A		8p21.2	HOMDEL	1	70	1.4%	Yes
GALK2		15q21.1-q21.2	HOMDEL	2	70	2.9%	No
CBFA2T3		16q24.3	HOMDEL	1	70	1.4%	Yes
FYB1		5p13.1	AMP	6	70	8.6%	No
C1ORF54		1q21.2	AMP	1	70	1.4%	No
GNS		12q14.3	AMP	1	70	1.4%	No
ZNF136		19p13.2	AMP	1	70	1.4%	No
EIF2B5		3q27.1	AMP	8	70	11.4%	No
GRK7		3q23	AMP	2	70	2.9%	No
ANOS1		Xp22.31	AMP	1	70	1.4%	No
SMIM45		22q13.2	AMP	1	70	1.4%	No
CSNK1G2		19p13.3	HOMDEL	3	70	4.3%	No
CIB3		19p13.11	HOMDEL	1	70	1.4%	No
POLQ		3q13.33	AMP	3	70	4.3%	Yes
TMEM44-AS1		3q29	AMP	9	70	12.9%	No
CANX		5q35.3	AMP	1	70	1.4%	No
PCDH9-AS4		13q21.32	HOMDEL	3	70	4.3%	No
ZC3H7A		16p13.13	AMP	2	70	2.9%	No
ELMOD1		11q22.3	HOMDEL	1	70	1.4%	No
HTR3C		3q27.1	AMP	8	70	11.4%	No
ZNF16		8q24.3	AMP	1	70	1.4%	No
OR5H14		3q11.2	AMP	2	70	2.9%	No
CYP39A1		6p12.3	HOMDEL	1	70	1.4%	No
TAB3		Xp21.2	AMP	2	70	2.9%	No
TRIM41		5q35.3	AMP	1	70	1.4%	No
ENPP2		8q24.12	AMP	1	70	1.4%	No
FZD7		2q33.1	HOMDEL	2	70	2.9%	No
ARMC8		3q22.3	AMP	3	70	4.3%	No
SCAND1		20q11.23	AMP	1	70	1.4%	No
ODF3B		22q13.33	AMP	1	70	1.4%	No
TINAG		6p12.1	AMP	1	70	1.4%	No
MAFG-DT		17q25.3	HOMDEL	1	70	1.4%	No
TMCC1-DT		3q22.1	AMP	3	70	4.3%	No
PRR5L		11p13-p12	AMP	2	70	2.9%	No
RPS28		19p13.2	AMP	1	70	1.4%	No
MANSC4		12p11.22	AMP	1	70	1.4%	No
