Gene Symbol	OQL Line	Num Samples Altered	Percent Samples Altered
COPRS	COPRS: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	23	4%
ELL3	ELL3: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	23	4%
FAU	FAU: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	23	4%
CLIP1	CLIP1: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	23	4%
ERCC8	ERCC8: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	23	4%
GRIK5	GRIK5: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	23	4%
FBXW2	FBXW2: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	23	4%
CDCA8	CDCA8: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
CPSF3	CPSF3: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
EIF4A3	EIF4A3: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
GEMIN8	GEMIN8: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
ARPC5	ARPC5: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
DNM1	DNM1: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
DNM2	DNM2: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
EPS15	EPS15: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
DHX9	DHX9: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
CEP57	CEP57: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
CCNH	CCNH: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
CLASP2	CLASP2: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
ERCC6	ERCC6: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
CDC20	CDC20: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
H2AC1	H2AC1: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
H2AC21	H2AC21: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
COPS4	COPS4: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
ACTL6A	ACTL6A: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
DDX39A	DDX39A: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
HAUS3	HAUS3: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
ELL2	ELL2: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
GTF2H5	GTF2H5: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
CENPK	CENPK: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
BCL9L	BCL9L: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
CSTF3	CSTF3: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	22	3%
AMPD1	AMPD1: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	21	3%
BTC	BTC: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	21	3%
BASP1	BASP1: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	21	3%
EIF2S3	EIF2S3: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	21	3%
H3-3B	H3-3B: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	21	3%
CDC34	CDC34: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	21	3%
EXOSC3	EXOSC3: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	21	3%
DYNC1I2	DYNC1I2: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	21	3%
H2AC18	H2AC18: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	21	3%
BET1	BET1: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	21	3%
BRD8	BRD8: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	21	3%
CENPN	CENPN: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	21	3%
EXOSC9	EXOSC9: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	21	3%
ANAPC5	ANAPC5: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	21	3%
ARHGEF2	ARHGEF2: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	21	3%
BMS1	BMS1: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	21	3%
FBXW9	FBXW9: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	21	3%
FBXW4	FBXW4: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	20	3%
DNM3	DNM3: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	20	3%
DDX17	DDX17: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	20	3%
FUS	FUS: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	20	3%
GCN1	GCN1: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	20	3%
H4C6	H4C6: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	20	3%
ALMS1	ALMS1: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	20	3%
EIF3M	EIF3M: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	20	3%
ATR	ATR: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	20	3%
ATAD3A	ATAD3A: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	20	3%
BARD1	BARD1: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	20	3%
AFF4	AFF4: MUT AMP HOMDEL PROT>=2 PROT<=-2 EXP>=2 EXP<=-2;	20	3%
